county,totalcountconfirmed,totalcountdeaths,newcountconfirmed,newcountdeaths,date
Shasta,43.0,4.0,2,0,2020-06-08T00:00:00
Shasta,44.0,4.0,1,0,2020-06-09T00:00:00
Shasta,45.0,4.0,1,0,2020-06-10T00:00:00
Shasta,47.0,5.0,2,1,2020-06-11T00:00:00
Shasta,48.0,5.0,1,0,2020-06-12T00:00:00
Shasta,48.0,5.0,0,0,2020-06-13T00:00:00
Shasta,48.0,5.0,0,0,2020-06-14T00:00:00
Shasta,50.0,4.0,2,-1,2020-06-15T00:00:00
Shasta,51.0,4.0,1,0,2020-06-16T00:00:00
Shasta,51.0,4.0,0,0,2020-06-17T00:00:00
Shasta,51.0,4.0,0,0,2020-06-18T00:00:00
Shasta,58.0,4.0,7,0,2020-06-19T00:00:00
Shasta,66.0,5.0,8,1,2020-06-20T00:00:00
Shasta,75.0,5.0,9,0,2020-06-21T00:00:00
Shasta,77.0,5.0,2,0,2020-06-22T00:00:00
Shasta,81.0,5.0,4,0,2020-06-23T00:00:00
Shasta,83.0,5.0,2,0,2020-06-24T00:00:00
Shasta,84.0,5.0,1,0,2020-06-25T00:00:00
Shasta,86.0,5.0,2,0,2020-06-26T00:00:00
Shasta,87.0,5.0,1,0,2020-06-27T00:00:00
Shasta,91.0,5.0,4,0,2020-06-28T00:00:00
Shasta,99.0,5.0,8,0,2020-06-29T00:00:00
Shasta,103.0,5.0,4,0,2020-06-30T00:00:00
Shasta,105.0,5.0,2,0,2020-07-01T00:00:00
Shasta,110.0,5.0,5,0,2020-07-02T00:00:00
Shasta,113.0,5.0,3,0,2020-07-03T00:00:00
Shasta,135.0,5.0,22,0,2020-07-04T00:00:00
Shasta,138.0,5.0,3,0,2020-07-05T00:00:00
Shasta,143.0,5.0,5,0,2020-07-06T00:00:00
Shasta,144.0,5.0,1,0,2020-07-07T00:00:00
Shasta,148.0,5.0,4,0,2020-07-08T00:00:00
Shasta,155.0,6.0,7,1,2020-07-09T00:00:00
Shasta,158.0,6.0,3,0,2020-07-10T00:00:00
Shasta,168.0,6.0,10,0,2020-07-11T00:00:00
Shasta,173.0,6.0,5,0,2020-07-12T00:00:00
Shasta,185.0,6.0,12,0,2020-07-13T00:00:00
Shasta,190.0,6.0,5,0,2020-07-14T00:00:00
Shasta,193.0,6.0,3,0,2020-07-15T00:00:00
Shasta,208.0,6.0,15,0,2020-07-16T00:00:00
Lassen,0.0,0.0,0,0,2020-03-18T00:00:00
Lassen,0.0,0.0,0,0,2020-03-19T00:00:00
Lassen,0.0,0.0,0,0,2020-03-20T00:00:00
Lassen,0.0,0.0,0,0,2020-03-21T00:00:00
Lassen,0.0,0.0,0,0,2020-03-22T00:00:00
Lassen,0.0,0.0,0,0,2020-03-23T00:00:00
Lassen,0.0,0.0,0,0,2020-03-24T00:00:00
Lassen,0.0,0.0,0,0,2020-03-25T00:00:00
Lassen,0.0,0.0,0,0,2020-03-26T00:00:00
Lassen,0.0,0.0,0,0,2020-03-27T00:00:00
Lassen,0.0,0.0,0,0,2020-03-28T00:00:00
Lassen,0.0,0.0,0,0,2020-03-29T00:00:00
Lassen,0.0,0.0,0,0,2020-03-30T00:00:00
Lassen,0.0,0.0,0,0,2020-03-31T00:00:00
Lassen,0.0,0.0,0,0,2020-04-01T00:00:00
Lassen,0.0,0.0,0,0,2020-04-02T00:00:00
Lassen,0.0,0.0,0,0,2020-04-03T00:00:00
Lassen,0.0,0.0,0,0,2020-04-04T00:00:00
Lassen,0.0,0.0,0,0,2020-04-05T00:00:00
Lassen,0.0,0.0,0,0,2020-04-06T00:00:00
Lassen,0.0,0.0,0,0,2020-04-07T00:00:00
Lassen,0.0,0.0,0,0,2020-04-08T00:00:00
Lassen,0.0,0.0,0,0,2020-04-09T00:00:00
Lassen,0.0,0.0,0,0,2020-04-10T00:00:00
Lassen,0.0,0.0,0,0,2020-04-11T00:00:00
Lassen,0.0,0.0,0,0,2020-04-12T00:00:00
Lassen,0.0,0.0,0,0,2020-04-13T00:00:00
Lassen,0.0,0.0,0,0,2020-04-14T00:00:00
Lassen,0.0,0.0,0,0,2020-04-15T00:00:00
Lassen,0.0,0.0,0,0,2020-04-16T00:00:00
Lassen,0.0,0.0,0,0,2020-04-17T00:00:00
Lassen,0.0,0.0,0,0,2020-04-18T00:00:00
Lassen,0.0,0.0,0,0,2020-04-19T00:00:00
Lassen,0.0,0.0,0,0,2020-04-20T00:00:00
Lassen,0.0,0.0,0,0,2020-04-21T00:00:00
Lassen,0.0,0.0,0,0,2020-04-22T00:00:00
Lassen,0.0,0.0,0,0,2020-04-23T00:00:00
Lassen,0.0,0.0,0,0,2020-04-24T00:00:00
Lassen,0.0,0.0,0,0,2020-04-25T00:00:00
Lassen,0.0,0.0,0,0,2020-04-26T00:00:00
Lassen,0.0,0.0,0,0,2020-04-27T00:00:00
Lassen,0.0,0.0,0,0,2020-04-28T00:00:00
Lassen,0.0,0.0,0,0,2020-04-29T00:00:00
Lassen,0.0,0.0,0,0,2020-04-30T00:00:00
Lassen,0.0,0.0,0,0,2020-05-01T00:00:00
Lassen,0.0,0.0,0,0,2020-05-02T00:00:00
Lassen,0.0,0.0,0,0,2020-05-03T00:00:00
Lassen,0.0,0.0,0,0,2020-05-04T00:00:00
Lassen,0.0,0.0,0,0,2020-05-05T00:00:00
Lassen,0.0,0.0,0,0,2020-05-06T00:00:00
Lassen,0.0,0.0,0,0,2020-05-07T00:00:00
Lassen,0.0,0.0,0,0,2020-05-08T00:00:00
Lassen,0.0,0.0,0,0,2020-05-09T00:00:00
Lassen,0.0,0.0,0,0,2020-05-10T00:00:00
Lassen,0.0,0.0,0,0,2020-05-11T00:00:00
Lassen,0.0,0.0,0,0,2020-05-12T00:00:00
Lassen,0.0,0.0,0,0,2020-05-13T00:00:00
Lassen,0.0,0.0,0,0,2020-05-14T00:00:00
Lassen,0.0,0.0,0,0,2020-05-15T00:00:00
Lassen,0.0,0.0,0,0,2020-05-16T00:00:00
Lassen,0.0,0.0,0,0,2020-05-17T00:00:00
Lassen,0.0,0.0,0,0,2020-05-18T00:00:00
Lassen,0.0,0.0,0,0,2020-05-19T00:00:00
Lassen,0.0,0.0,0,0,2020-05-20T00:00:00
Lassen,0.0,0.0,0,0,2020-05-21T00:00:00
Lassen,0.0,0.0,0,0,2020-05-22T00:00:00
Lassen,0.0,0.0,0,0,2020-05-23T00:00:00
Lassen,0.0,0.0,0,0,2020-05-24T00:00:00
Lassen,0.0,0.0,0,0,2020-05-25T00:00:00
Lassen,0.0,0.0,0,0,2020-05-26T00:00:00
Lassen,0.0,0.0,0,0,2020-05-27T00:00:00
Lassen,0.0,0.0,0,0,2020-05-28T00:00:00
Lassen,0.0,0.0,0,0,2020-05-29T00:00:00
Lassen,4.0,0.0,4,0,2020-05-30T00:00:00
Lassen,4.0,0.0,0,0,2020-05-31T00:00:00
Lassen,4.0,0.0,0,0,2020-06-01T00:00:00
Lassen,4.0,0.0,0,0,2020-06-02T00:00:00
Lassen,4.0,0.0,0,0,2020-06-03T00:00:00
Lassen,4.0,0.0,0,0,2020-06-04T00:00:00
Lassen,4.0,0.0,0,0,2020-06-05T00:00:00
Lassen,4.0,0.0,0,0,2020-06-06T00:00:00
Lassen,4.0,0.0,0,0,2020-06-07T00:00:00
Lassen,4.0,0.0,0,0,2020-06-08T00:00:00
Lassen,5.0,0.0,1,0,2020-06-09T00:00:00
Lassen,5.0,0.0,0,0,2020-06-10T00:00:00
Lassen,5.0,0.0,0,0,2020-06-11T00:00:00
Lassen,5.0,0.0,0,0,2020-06-12T00:00:00
Lassen,5.0,0.0,0,0,2020-06-13T00:00:00
Lassen,5.0,0.0,0,0,2020-06-14T00:00:00
Lassen,5.0,0.0,0,0,2020-06-15T00:00:00
Lassen,5.0,0.0,0,0,2020-06-16T00:00:00
Lassen,5.0,0.0,0,0,2020-06-17T00:00:00
Lassen,5.0,0.0,0,0,2020-06-18T00:00:00
Lassen,7.0,0.0,2,0,2020-06-19T00:00:00
Lassen,7.0,0.0,0,0,2020-06-20T00:00:00
Lassen,7.0,0.0,0,0,2020-06-21T00:00:00
Lassen,7.0,0.0,0,0,2020-06-22T00:00:00
Lassen,9.0,0.0,2,0,2020-06-23T00:00:00
Lassen,9.0,0.0,0,0,2020-06-24T00:00:00
Lassen,15.0,0.0,6,0,2020-06-25T00:00:00
Lassen,36.0,0.0,21,0,2020-06-26T00:00:00
Lassen,45.0,0.0,9,0,2020-06-27T00:00:00
Lassen,118.0,0.0,73,0,2020-06-28T00:00:00
Lassen,157.0,0.0,39,0,2020-06-29T00:00:00
Lassen,216.0,0.0,59,0,2020-06-30T00:00:00
Lassen,217.0,0.0,1,0,2020-07-01T00:00:00
Lassen,218.0,0.0,1,0,2020-07-02T00:00:00
Lassen,219.0,0.0,1,0,2020-07-03T00:00:00
Lassen,219.0,0.0,0,0,2020-07-04T00:00:00
Lassen,219.0,0.0,0,0,2020-07-05T00:00:00
Lassen,219.0,0.0,0,0,2020-07-06T00:00:00
Lassen,219.0,0.0,0,0,2020-07-07T00:00:00
Lassen,221.0,0.0,2,0,2020-07-08T00:00:00
Lassen,221.0,0.0,0,0,2020-07-09T00:00:00
Lassen,235.0,0.0,14,0,2020-07-10T00:00:00
Lassen,237.0,0.0,2,0,2020-07-11T00:00:00
Lassen,237.0,0.0,0,0,2020-07-12T00:00:00
Lassen,237.0,0.0,0,0,2020-07-13T00:00:00
Lassen,263.0,0.0,26,0,2020-07-14T00:00:00
Lassen,319.0,0.0,56,0,2020-07-15T00:00:00
Lassen,355.0,0.0,36,0,2020-07-16T00:00:00
Colusa,0.0,0.0,0,0,2020-03-18T00:00:00
Colusa,0.0,0.0,0,0,2020-03-19T00:00:00
Colusa,0.0,0.0,0,0,2020-03-20T00:00:00
Colusa,0.0,0.0,0,0,2020-03-21T00:00:00
Colusa,0.0,0.0,0,0,2020-03-22T00:00:00
Colusa,0.0,0.0,0,0,2020-03-23T00:00:00
Colusa,0.0,0.0,0,0,2020-03-24T00:00:00
Colusa,0.0,0.0,0,0,2020-03-25T00:00:00
Colusa,0.0,0.0,0,0,2020-03-26T00:00:00
Colusa,0.0,0.0,0,0,2020-03-27T00:00:00
Colusa,1.0,0.0,1,0,2020-03-28T00:00:00
Colusa,1.0,0.0,0,0,2020-03-29T00:00:00
Colusa,1.0,0.0,0,0,2020-03-30T00:00:00
Colusa,1.0,0.0,0,0,2020-03-31T00:00:00
Colusa,1.0,0.0,0,0,2020-04-01T00:00:00
Colusa,1.0,0.0,0,0,2020-04-02T00:00:00
Colusa,1.0,0.0,0,0,2020-04-03T00:00:00
Colusa,1.0,0.0,0,0,2020-04-04T00:00:00
Colusa,1.0,0.0,0,0,2020-04-05T00:00:00
Colusa,1.0,0.0,0,0,2020-04-06T00:00:00
Colusa,2.0,0.0,1,0,2020-04-07T00:00:00
Colusa,3.0,0.0,1,0,2020-04-08T00:00:00
Colusa,3.0,0.0,0,0,2020-04-09T00:00:00
Colusa,3.0,0.0,0,0,2020-04-10T00:00:00
Colusa,3.0,0.0,0,0,2020-04-11T00:00:00
Colusa,3.0,0.0,0,0,2020-04-12T00:00:00
Colusa,3.0,0.0,0,0,2020-04-13T00:00:00
Colusa,3.0,0.0,0,0,2020-04-14T00:00:00
Colusa,3.0,0.0,0,0,2020-04-15T00:00:00
Colusa,3.0,0.0,0,0,2020-04-16T00:00:00
Colusa,3.0,0.0,0,0,2020-04-17T00:00:00
Colusa,3.0,0.0,0,0,2020-04-18T00:00:00
Colusa,3.0,0.0,0,0,2020-04-19T00:00:00
Colusa,3.0,0.0,0,0,2020-04-20T00:00:00
Colusa,3.0,0.0,0,0,2020-04-21T00:00:00
Colusa,3.0,0.0,0,0,2020-04-22T00:00:00
Colusa,3.0,0.0,0,0,2020-04-23T00:00:00
Colusa,3.0,0.0,0,0,2020-04-24T00:00:00
Colusa,3.0,0.0,0,0,2020-04-25T00:00:00
Colusa,3.0,0.0,0,0,2020-04-26T00:00:00
Colusa,3.0,0.0,0,0,2020-04-27T00:00:00
Colusa,3.0,0.0,0,0,2020-04-28T00:00:00
Colusa,3.0,0.0,0,0,2020-04-29T00:00:00
Colusa,3.0,0.0,0,0,2020-04-30T00:00:00
Colusa,3.0,0.0,0,0,2020-05-01T00:00:00
Colusa,3.0,0.0,0,0,2020-05-02T00:00:00
Colusa,3.0,0.0,0,0,2020-05-03T00:00:00
Colusa,3.0,0.0,0,0,2020-05-04T00:00:00
Colusa,3.0,0.0,0,0,2020-05-05T00:00:00
Colusa,3.0,0.0,0,0,2020-05-06T00:00:00
Colusa,3.0,0.0,0,0,2020-05-07T00:00:00
Colusa,3.0,0.0,0,0,2020-05-08T00:00:00
Colusa,3.0,0.0,0,0,2020-05-09T00:00:00
Colusa,3.0,0.0,0,0,2020-05-10T00:00:00
Colusa,3.0,0.0,0,0,2020-05-11T00:00:00
Colusa,3.0,0.0,0,0,2020-05-12T00:00:00
Colusa,3.0,0.0,0,0,2020-05-13T00:00:00
Colusa,3.0,0.0,0,0,2020-05-14T00:00:00
Colusa,3.0,0.0,0,0,2020-05-15T00:00:00
Colusa,3.0,0.0,0,0,2020-05-16T00:00:00
Colusa,3.0,0.0,0,0,2020-05-17T00:00:00
Colusa,3.0,0.0,0,0,2020-05-18T00:00:00
Colusa,3.0,0.0,0,0,2020-05-19T00:00:00
Colusa,3.0,0.0,0,0,2020-05-20T00:00:00
Colusa,4.0,0.0,1,0,2020-05-21T00:00:00
Colusa,4.0,0.0,0,0,2020-05-22T00:00:00
Colusa,4.0,0.0,0,0,2020-05-23T00:00:00
Colusa,4.0,0.0,0,0,2020-05-24T00:00:00
Colusa,4.0,0.0,0,0,2020-05-25T00:00:00
Colusa,4.0,0.0,0,0,2020-05-26T00:00:00
Colusa,5.0,0.0,1,0,2020-05-27T00:00:00
Colusa,5.0,0.0,0,0,2020-05-28T00:00:00
Colusa,5.0,0.0,0,0,2020-05-29T00:00:00
Colusa,5.0,0.0,0,0,2020-05-30T00:00:00
Colusa,5.0,0.0,0,0,2020-05-31T00:00:00
Colusa,7.0,0.0,2,0,2020-06-01T00:00:00
Colusa,7.0,0.0,0,0,2020-06-02T00:00:00
Colusa,7.0,0.0,0,0,2020-06-03T00:00:00
Colusa,7.0,0.0,0,0,2020-06-04T00:00:00
Colusa,7.0,0.0,0,0,2020-06-05T00:00:00
Colusa,7.0,0.0,0,0,2020-06-06T00:00:00
Colusa,7.0,0.0,0,0,2020-06-07T00:00:00
Colusa,7.0,0.0,0,0,2020-06-08T00:00:00
Colusa,7.0,0.0,0,0,2020-06-09T00:00:00
Colusa,7.0,0.0,0,0,2020-06-10T00:00:00
Colusa,7.0,0.0,0,0,2020-06-11T00:00:00
Colusa,7.0,0.0,0,0,2020-06-12T00:00:00
Colusa,7.0,0.0,0,0,2020-06-13T00:00:00
Colusa,7.0,0.0,0,0,2020-06-14T00:00:00
Colusa,7.0,0.0,0,0,2020-06-15T00:00:00
Colusa,7.0,0.0,0,0,2020-06-16T00:00:00
Colusa,7.0,0.0,0,0,2020-06-17T00:00:00
Colusa,7.0,0.0,0,0,2020-06-18T00:00:00
Colusa,7.0,0.0,0,0,2020-06-19T00:00:00
Colusa,7.0,0.0,0,0,2020-06-20T00:00:00
Colusa,7.0,0.0,0,0,2020-06-21T00:00:00
Colusa,7.0,0.0,0,0,2020-06-22T00:00:00
Colusa,7.0,0.0,0,0,2020-06-23T00:00:00
Colusa,11.0,0.0,4,0,2020-06-24T00:00:00
Colusa,15.0,0.0,4,0,2020-06-25T00:00:00
Colusa,19.0,0.0,4,0,2020-06-26T00:00:00
Colusa,20.0,0.0,1,0,2020-06-27T00:00:00
Colusa,24.0,0.0,4,0,2020-06-28T00:00:00
Colusa,33.0,0.0,9,0,2020-06-29T00:00:00
Colusa,46.0,0.0,13,0,2020-06-30T00:00:00
Colusa,53.0,0.0,7,0,2020-07-01T00:00:00
Colusa,60.0,0.0,7,0,2020-07-02T00:00:00
Colusa,70.0,0.0,10,0,2020-07-03T00:00:00
Colusa,76.0,0.0,6,0,2020-07-04T00:00:00
Colusa,79.0,0.0,3,0,2020-07-05T00:00:00
Colusa,80.0,0.0,1,0,2020-07-06T00:00:00
Colusa,84.0,0.0,4,0,2020-07-07T00:00:00
Colusa,90.0,0.0,6,0,2020-07-08T00:00:00
Colusa,97.0,0.0,7,0,2020-07-09T00:00:00
Colusa,103.0,0.0,6,0,2020-07-10T00:00:00
Colusa,110.0,0.0,7,0,2020-07-11T00:00:00
Colusa,116.0,0.0,6,0,2020-07-12T00:00:00
Colusa,116.0,0.0,0,0,2020-07-13T00:00:00
Colusa,128.0,0.0,12,0,2020-07-14T00:00:00
Colusa,135.0,0.0,7,0,2020-07-15T00:00:00
Colusa,140.0,0.0,5,0,2020-07-16T00:00:00
Lake,0.0,0.0,0,0,2020-03-18T00:00:00
Lake,0.0,0.0,0,0,2020-03-19T00:00:00
Lake,0.0,0.0,0,0,2020-03-20T00:00:00
Lake,0.0,0.0,0,0,2020-03-21T00:00:00
Lake,0.0,0.0,0,0,2020-03-22T00:00:00
Lake,0.0,0.0,0,0,2020-03-23T00:00:00
Lake,0.0,0.0,0,0,2020-03-24T00:00:00
Lake,0.0,0.0,0,0,2020-03-25T00:00:00
Lake,0.0,0.0,0,0,2020-03-26T00:00:00
Lake,0.0,0.0,0,0,2020-03-27T00:00:00
Lake,0.0,0.0,0,0,2020-03-28T00:00:00
Lake,,,0,0,2020-03-29T00:00:00
Lake,0.0,0.0,0,0,2020-03-31T00:00:00
Lake,0.0,0.0,0,0,2020-04-01T00:00:00
Lake,0.0,0.0,0,0,2020-04-02T00:00:00
Lake,0.0,0.0,0,0,2020-04-03T00:00:00
Lake,0.0,0.0,0,0,2020-04-04T00:00:00
Lake,0.0,0.0,0,0,2020-04-05T00:00:00
Lake,1.0,0.0,1,0,2020-04-06T00:00:00
Lake,1.0,0.0,0,0,2020-04-07T00:00:00
Lake,1.0,0.0,0,0,2020-04-08T00:00:00
Lake,1.0,0.0,0,0,2020-04-09T00:00:00
Lake,3.0,0.0,2,0,2020-04-10T00:00:00
Lake,3.0,0.0,0,0,2020-04-11T00:00:00
Lake,3.0,0.0,0,0,2020-04-12T00:00:00
Lake,3.0,0.0,0,0,2020-04-13T00:00:00
Lake,3.0,0.0,0,0,2020-04-14T00:00:00
Lake,4.0,0.0,1,0,2020-04-15T00:00:00
Lake,6.0,0.0,2,0,2020-04-16T00:00:00
Lake,6.0,0.0,0,0,2020-04-17T00:00:00
Lake,6.0,0.0,0,0,2020-04-18T00:00:00
Lake,6.0,0.0,0,0,2020-04-19T00:00:00
Lake,6.0,0.0,0,0,2020-04-20T00:00:00
Lake,6.0,0.0,0,0,2020-04-21T00:00:00
Lake,6.0,0.0,0,0,2020-04-22T00:00:00
Lake,6.0,0.0,0,0,2020-04-23T00:00:00
Lake,6.0,0.0,0,0,2020-04-24T00:00:00
Lake,6.0,0.0,0,0,2020-04-25T00:00:00
Lake,6.0,0.0,0,0,2020-04-26T00:00:00
Lake,6.0,0.0,0,0,2020-04-27T00:00:00
Lake,6.0,0.0,0,0,2020-04-28T00:00:00
Lake,6.0,0.0,0,0,2020-04-29T00:00:00
Lake,6.0,0.0,0,0,2020-04-30T00:00:00
Lake,6.0,0.0,0,0,2020-05-01T00:00:00
Lake,7.0,0.0,1,0,2020-05-02T00:00:00
Lake,7.0,0.0,0,0,2020-05-03T00:00:00
Lake,7.0,0.0,0,0,2020-05-04T00:00:00
Lake,7.0,0.0,0,0,2020-05-05T00:00:00
Lake,7.0,0.0,0,0,2020-05-06T00:00:00
Lake,7.0,0.0,0,0,2020-05-07T00:00:00
Lake,7.0,0.0,0,0,2020-05-08T00:00:00
Lake,7.0,0.0,0,0,2020-05-09T00:00:00
Lake,7.0,0.0,0,0,2020-05-10T00:00:00
Lake,7.0,0.0,0,0,2020-05-11T00:00:00
Lake,7.0,0.0,0,0,2020-05-12T00:00:00
Lake,7.0,0.0,0,0,2020-05-13T00:00:00
Lake,7.0,0.0,0,0,2020-05-14T00:00:00
Lake,7.0,0.0,0,0,2020-05-15T00:00:00
Lake,7.0,0.0,0,0,2020-05-16T00:00:00
Lake,7.0,0.0,0,0,2020-05-17T00:00:00
Lake,9.0,0.0,2,0,2020-05-18T00:00:00
Lake,11.0,0.0,2,0,2020-05-19T00:00:00
Lake,9.0,0.0,-2,0,2020-05-20T00:00:00
Lake,10.0,0.0,1,0,2020-05-21T00:00:00
Lake,10.0,0.0,0,0,2020-05-22T00:00:00
Lake,10.0,0.0,0,0,2020-05-23T00:00:00
Lake,12.0,0.0,2,0,2020-05-24T00:00:00
Lake,13.0,0.0,1,0,2020-05-25T00:00:00
Lake,12.0,0.0,-1,0,2020-05-26T00:00:00
Lake,13.0,0.0,1,0,2020-05-27T00:00:00
Lake,17.0,0.0,4,0,2020-05-28T00:00:00
Lake,17.0,0.0,0,0,2020-05-29T00:00:00
Lake,18.0,0.0,1,0,2020-05-30T00:00:00
Lake,19.0,0.0,1,0,2020-05-31T00:00:00
Lake,22.0,0.0,3,0,2020-06-01T00:00:00
Lake,25.0,0.0,3,0,2020-06-02T00:00:00
Lake,26.0,0.0,1,0,2020-06-03T00:00:00
Lake,27.0,0.0,1,0,2020-06-04T00:00:00
Lake,28.0,0.0,1,0,2020-06-05T00:00:00
Lake,28.0,0.0,0,0,2020-06-06T00:00:00
Lake,28.0,0.0,0,0,2020-06-07T00:00:00
Lake,28.0,0.0,0,0,2020-06-08T00:00:00
Lake,28.0,0.0,0,0,2020-06-09T00:00:00
Lake,28.0,0.0,0,0,2020-06-10T00:00:00
Lake,28.0,0.0,0,0,2020-06-11T00:00:00
Lake,29.0,0.0,1,0,2020-06-12T00:00:00
Lake,29.0,0.0,0,0,2020-06-13T00:00:00
Lake,31.0,0.0,2,0,2020-06-14T00:00:00
Lake,31.0,0.0,0,0,2020-06-15T00:00:00
Lake,31.0,0.0,0,0,2020-06-16T00:00:00
Lake,32.0,0.0,1,0,2020-06-17T00:00:00
Lake,36.0,0.0,4,0,2020-06-18T00:00:00
Lake,36.0,0.0,0,0,2020-06-19T00:00:00
Lake,37.0,0.0,1,0,2020-06-20T00:00:00
Lake,36.0,0.0,-1,0,2020-06-21T00:00:00
Lake,37.0,0.0,1,0,2020-06-22T00:00:00
Lake,40.0,0.0,3,0,2020-06-23T00:00:00
Lake,40.0,0.0,0,0,2020-06-24T00:00:00
Lake,43.0,0.0,3,0,2020-06-25T00:00:00
Lake,43.0,0.0,0,0,2020-06-26T00:00:00
Lake,43.0,0.0,0,0,2020-06-27T00:00:00
Lake,56.0,0.0,13,0,2020-06-28T00:00:00
Lake,62.0,0.0,6,0,2020-06-29T00:00:00
Lake,68.0,0.0,6,0,2020-06-30T00:00:00
Lake,76.0,0.0,8,0,2020-07-01T00:00:00
Lake,81.0,0.0,5,0,2020-07-02T00:00:00
Lake,83.0,0.0,2,0,2020-07-03T00:00:00
Lake,86.0,0.0,3,0,2020-07-04T00:00:00
Lake,92.0,0.0,6,0,2020-07-05T00:00:00
Lake,93.0,0.0,1,0,2020-07-06T00:00:00
Lake,94.0,0.0,1,0,2020-07-07T00:00:00
Lake,97.0,1.0,3,1,2020-07-08T00:00:00
Lake,99.0,1.0,2,0,2020-07-09T00:00:00
Lake,104.0,1.0,5,0,2020-07-10T00:00:00
Lake,110.0,1.0,6,0,2020-07-11T00:00:00
Lake,114.0,1.0,4,0,2020-07-12T00:00:00
Lake,118.0,1.0,4,0,2020-07-13T00:00:00
Lake,120.0,1.0,2,0,2020-07-14T00:00:00
Lake,122.0,1.0,2,0,2020-07-15T00:00:00
Lake,128.0,1.0,6,0,2020-07-16T00:00:00
Modoc,0.0,0.0,0,0,2020-04-03T00:00:00
Modoc,0.0,0.0,0,0,2020-04-04T00:00:00
Modoc,0.0,0.0,0,0,2020-04-05T00:00:00
Modoc,0.0,0.0,0,0,2020-04-06T00:00:00
Modoc,0.0,0.0,0,0,2020-04-07T00:00:00
Modoc,0.0,0.0,0,0,2020-04-08T00:00:00
Modoc,0.0,0.0,0,0,2020-04-09T00:00:00
Modoc,0.0,0.0,0,0,2020-04-10T00:00:00
Modoc,0.0,0.0,0,0,2020-04-11T00:00:00
Modoc,0.0,0.0,0,0,2020-04-12T00:00:00
Modoc,0.0,0.0,0,0,2020-04-13T00:00:00
Modoc,0.0,0.0,0,0,2020-04-14T00:00:00
Modoc,0.0,0.0,0,0,2020-04-15T00:00:00
Modoc,0.0,0.0,0,0,2020-04-16T00:00:00
Modoc,0.0,0.0,0,0,2020-04-17T00:00:00
Modoc,0.0,0.0,0,0,2020-04-18T00:00:00
Modoc,0.0,0.0,0,0,2020-04-19T00:00:00
Modoc,0.0,0.0,0,0,2020-04-20T00:00:00
Modoc,0.0,0.0,0,0,2020-04-21T00:00:00
Modoc,0.0,0.0,0,0,2020-04-22T00:00:00
Modoc,0.0,0.0,0,0,2020-04-23T00:00:00
Modoc,0.0,0.0,0,0,2020-04-24T00:00:00
Modoc,0.0,0.0,0,0,2020-04-25T00:00:00
Modoc,0.0,0.0,0,0,2020-04-26T00:00:00
Modoc,0.0,0.0,0,0,2020-04-27T00:00:00
Modoc,0.0,0.0,0,0,2020-04-28T00:00:00
Modoc,0.0,0.0,0,0,2020-04-29T00:00:00
Modoc,0.0,0.0,0,0,2020-04-30T00:00:00
Modoc,0.0,0.0,0,0,2020-05-01T00:00:00
Modoc,0.0,0.0,0,0,2020-05-02T00:00:00
Modoc,0.0,0.0,0,0,2020-05-03T00:00:00
Modoc,0.0,0.0,0,0,2020-05-04T00:00:00
Modoc,0.0,0.0,0,0,2020-05-05T00:00:00
Modoc,0.0,0.0,0,0,2020-05-06T00:00:00
Modoc,0.0,0.0,0,0,2020-05-07T00:00:00
Modoc,0.0,0.0,0,0,2020-05-08T00:00:00
Modoc,0.0,0.0,0,0,2020-05-09T00:00:00
Modoc,0.0,0.0,0,0,2020-05-10T00:00:00
Modoc,0.0,0.0,0,0,2020-05-11T00:00:00
Modoc,0.0,0.0,0,0,2020-05-12T00:00:00
Modoc,0.0,0.0,0,0,2020-05-13T00:00:00
Modoc,0.0,0.0,0,0,2020-05-14T00:00:00
Modoc,0.0,0.0,0,0,2020-05-15T00:00:00
Modoc,0.0,0.0,0,0,2020-05-16T00:00:00
Modoc,0.0,0.0,0,0,2020-05-17T00:00:00
Modoc,0.0,0.0,0,0,2020-05-18T00:00:00
Modoc,0.0,0.0,0,0,2020-05-19T00:00:00
Modoc,0.0,0.0,0,0,2020-05-20T00:00:00
Modoc,0.0,0.0,0,0,2020-05-21T00:00:00
Modoc,0.0,0.0,0,0,2020-05-22T00:00:00
Modoc,0.0,0.0,0,0,2020-05-23T00:00:00
Modoc,0.0,0.0,0,0,2020-05-24T00:00:00
Modoc,1.0,0.0,1,0,2020-05-25T00:00:00
Modoc,1.0,0.0,0,0,2020-05-26T00:00:00
Modoc,0.0,0.0,-1,0,2020-05-27T00:00:00
Modoc,0.0,0.0,0,0,2020-05-28T00:00:00
Modoc,0.0,0.0,0,0,2020-05-29T00:00:00
Modoc,0.0,0.0,0,0,2020-05-30T00:00:00
Modoc,0.0,0.0,0,0,2020-05-31T00:00:00
Modoc,0.0,0.0,0,0,2020-06-01T00:00:00
Modoc,0.0,0.0,0,0,2020-06-02T00:00:00
Modoc,0.0,0.0,0,0,2020-06-03T00:00:00
Modoc,0.0,0.0,0,0,2020-06-04T00:00:00
Modoc,0.0,0.0,0,0,2020-06-05T00:00:00
Modoc,0.0,0.0,0,0,2020-06-06T00:00:00
Modoc,0.0,0.0,0,0,2020-06-07T00:00:00
Modoc,0.0,0.0,0,0,2020-06-08T00:00:00
Modoc,0.0,0.0,0,0,2020-06-09T00:00:00
