county,totalcountconfirmed,totalcountdeaths,newcountconfirmed,newcountdeaths,date
Santa Clara,151.0,6.0,151,6,2020-03-18T00:00:00
Santa Clara,183.0,8.0,32,2,2020-03-19T00:00:00
Santa Clara,246.0,8.0,63,0,2020-03-20T00:00:00
Santa Clara,269.0,10.0,23,2,2020-03-21T00:00:00
Santa Clara,284.0,13.0,15,3,2020-03-22T00:00:00
Santa Clara,336.0,13.0,52,0,2020-03-23T00:00:00
Santa Clara,389.0,17.0,53,4,2020-03-24T00:00:00
Santa Clara,452.0,20.0,63,3,2020-03-25T00:00:00
Santa Clara,487.0,20.0,35,0,2020-03-26T00:00:00
Santa Clara,557.0,25.0,70,5,2020-03-27T00:00:00
Santa Clara,587.0,27.0,30,2,2020-03-28T00:00:00
Santa Clara,591.0,30.0,4,3,2020-03-29T00:00:00
Santa Clara,745.0,31.0,154,1,2020-03-30T00:00:00
Santa Clara,777.0,30.0,32,-1,2020-03-31T00:00:00
Santa Clara,805.0,33.0,28,3,2020-04-01T00:00:00
Santa Clara,908.0,38.0,103,5,2020-04-02T00:00:00
Santa Clara,983.0,39.0,75,1,2020-04-03T00:00:00
Santa Clara,1045.0,39.0,62,0,2020-04-04T00:00:00
Santa Clara,1052.0,42.0,7,3,2020-04-05T00:00:00
Santa Clara,1128.0,43.0,76,1,2020-04-06T00:00:00
Santa Clara,1193.0,46.0,65,3,2020-04-07T00:00:00
Santa Clara,1257.0,47.0,64,1,2020-04-08T00:00:00
Santa Clara,1301.0,49.0,44,2,2020-04-09T00:00:00
Santa Clara,1351.0,52.0,50,3,2020-04-10T00:00:00
Santa Clara,1441.0,52.0,90,0,2020-04-11T00:00:00
Santa Clara,1461.0,53.0,20,1,2020-04-12T00:00:00
Santa Clara,1542.0,60.0,81,7,2020-04-13T00:00:00
Santa Clara,1561.0,66.0,19,6,2020-04-14T00:00:00
Santa Clara,1692.0,66.0,131,0,2020-04-15T00:00:00
Santa Clara,1789.0,69.0,97,3,2020-04-16T00:00:00
Santa Clara,1834.0,73.0,45,4,2020-04-17T00:00:00
Santa Clara,1862.0,73.0,28,0,2020-04-18T00:00:00
Santa Clara,1878.0,79.0,16,6,2020-04-19T00:00:00
Santa Clara,1920.0,83.0,42,4,2020-04-20T00:00:00
Santa Clara,1943.0,88.0,23,5,2020-04-21T00:00:00
Santa Clara,1969.0,94.0,26,6,2020-04-22T00:00:00
Santa Clara,1996.0,95.0,27,1,2020-04-23T00:00:00
Santa Clara,2026.0,98.0,30,3,2020-04-24T00:00:00
Santa Clara,2045.0,99.0,19,1,2020-04-25T00:00:00
Santa Clara,2097.0,102.0,52,3,2020-04-26T00:00:00
Santa Clara,2104.0,105.0,7,3,2020-04-27T00:00:00
Santa Clara,2130.0,106.0,26,1,2020-04-28T00:00:00
Santa Clara,2147.0,108.0,17,2,2020-04-29T00:00:00
Santa Clara,2172.0,111.0,25,3,2020-04-30T00:00:00
Santa Clara,2176.0,113.0,4,2,2020-05-01T00:00:00
Santa Clara,2203.0,115.0,27,2,2020-05-02T00:00:00
Santa Clara,2235.0,116.0,32,1,2020-05-03T00:00:00
Santa Clara,2238.0,119.0,3,3,2020-05-04T00:00:00
Santa Clara,2249.0,123.0,11,4,2020-05-05T00:00:00
Santa Clara,2270.0,126.0,21,3,2020-05-06T00:00:00
Santa Clara,2281.0,127.0,11,1,2020-05-07T00:00:00
Santa Clara,2285.0,130.0,4,3,2020-05-08T00:00:00
Santa Clara,2317.0,130.0,32,0,2020-05-09T00:00:00
Santa Clara,2331.0,130.0,14,0,2020-05-10T00:00:00
Santa Clara,2340.0,133.0,9,3,2020-05-11T00:00:00
Santa Clara,2362.0,133.0,22,0,2020-05-12T00:00:00
Santa Clara,2370.0,135.0,8,2,2020-05-13T00:00:00
Santa Clara,2380.0,135.0,10,0,2020-05-14T00:00:00
Santa Clara,2395.0,136.0,15,1,2020-05-15T00:00:00
Santa Clara,2420.0,136.0,25,0,2020-05-16T00:00:00
Santa Clara,2453.0,136.0,33,0,2020-05-17T00:00:00
Santa Clara,2468.0,136.0,15,0,2020-05-18T00:00:00
Santa Clara,2480.0,139.0,12,3,2020-05-19T00:00:00
Santa Clara,2508.0,139.0,28,0,2020-05-20T00:00:00
Santa Clara,2520.0,139.0,12,0,2020-05-21T00:00:00
Santa Clara,2537.0,139.0,17,0,2020-05-22T00:00:00
Santa Clara,2593.0,139.0,56,0,2020-05-23T00:00:00
Santa Clara,2623.0,139.0,30,0,2020-05-24T00:00:00
Santa Clara,2647.0,140.0,24,1,2020-05-25T00:00:00
Santa Clara,2659.0,140.0,12,0,2020-05-26T00:00:00
Santa Clara,2680.0,141.0,21,1,2020-05-27T00:00:00
Santa Clara,2698.0,141.0,18,0,2020-05-28T00:00:00
Santa Clara,2707.0,141.0,9,0,2020-05-29T00:00:00
Santa Clara,2741.0,141.0,34,0,2020-05-30T00:00:00
Santa Clara,2785.0,144.0,44,3,2020-05-31T00:00:00
Santa Clara,2797.0,144.0,12,0,2020-06-01T00:00:00
Santa Clara,2819.0,144.0,22,0,2020-06-02T00:00:00
Santa Clara,2836.0,144.0,17,0,2020-06-03T00:00:00
Santa Clara,2871.0,144.0,35,0,2020-06-04T00:00:00
Santa Clara,2902.0,144.0,31,0,2020-06-05T00:00:00
Santa Clara,2934.0,144.0,32,0,2020-06-06T00:00:00
Santa Clara,2947.0,144.0,13,0,2020-06-07T00:00:00
Santa Clara,2971.0,149.0,24,5,2020-06-08T00:00:00
Santa Clara,3006.0,149.0,35,0,2020-06-09T00:00:00
Santa Clara,3032.0,149.0,26,0,2020-06-10T00:00:00
Santa Clara,3049.0,149.0,17,0,2020-06-11T00:00:00
Santa Clara,3099.0,150.0,50,1,2020-06-12T00:00:00
Santa Clara,3141.0,150.0,42,0,2020-06-13T00:00:00
Santa Clara,3178.0,151.0,37,1,2020-06-14T00:00:00
Santa Clara,3204.0,152.0,26,1,2020-06-15T00:00:00
Santa Clara,3228.0,152.0,24,0,2020-06-16T00:00:00
Santa Clara,3264.0,152.0,36,0,2020-06-17T00:00:00
Santa Clara,3338.0,152.0,74,0,2020-06-18T00:00:00
Santa Clara,3376.0,152.0,38,0,2020-06-19T00:00:00
Santa Clara,3435.0,154.0,59,2,2020-06-20T00:00:00
Santa Clara,3514.0,154.0,79,0,2020-06-21T00:00:00
Santa Clara,3580.0,154.0,66,0,2020-06-22T00:00:00
Santa Clara,3700.0,155.0,120,1,2020-06-23T00:00:00
Santa Clara,3812.0,155.0,112,0,2020-06-24T00:00:00
Santa Clara,3883.0,155.0,71,0,2020-06-25T00:00:00
Santa Clara,3985.0,155.0,102,0,2020-06-26T00:00:00
Santa Clara,4043.0,155.0,58,0,2020-06-27T00:00:00
Santa Clara,4193.0,155.0,150,0,2020-06-28T00:00:00
Santa Clara,4372.0,156.0,179,1,2020-06-29T00:00:00
Santa Clara,4476.0,157.0,104,1,2020-06-30T00:00:00
Santa Clara,4545.0,158.0,69,1,2020-07-01T00:00:00
Santa Clara,4722.0,159.0,177,1,2020-07-02T00:00:00
Santa Clara,4820.0,160.0,98,1,2020-07-03T00:00:00
Santa Clara,5045.0,160.0,225,0,2020-07-04T00:00:00
Santa Clara,5237.0,161.0,192,1,2020-07-05T00:00:00
Santa Clara,5369.0,164.0,132,3,2020-07-06T00:00:00
Santa Clara,5438.0,165.0,69,1,2020-07-07T00:00:00
Santa Clara,5510.0,165.0,72,0,2020-07-08T00:00:00
Santa Clara,5638.0,166.0,128,1,2020-07-09T00:00:00
Santa Clara,5819.0,166.0,181,0,2020-07-10T00:00:00
Santa Clara,5959.0,166.0,140,0,2020-07-11T00:00:00
Santa Clara,6252.0,166.0,293,0,2020-07-12T00:00:00
Santa Clara,6488.0,167.0,236,1,2020-07-13T00:00:00
Santa Clara,6686.0,170.0,198,3,2020-07-14T00:00:00
Santa Clara,6900.0,173.0,214,3,2020-07-15T00:00:00
Santa Clara,6990.0,176.0,90,3,2020-07-16T00:00:00
San Mateo,57.0,1.0,57,1,2020-03-18T00:00:00
San Mateo,58.0,1.0,1,0,2020-03-19T00:00:00
San Mateo,71.0,1.0,13,0,2020-03-20T00:00:00
San Mateo,78.0,1.0,7,0,2020-03-21T00:00:00
San Mateo,82.0,1.0,4,0,2020-03-22T00:00:00
San Mateo,88.0,1.0,6,0,2020-03-23T00:00:00
San Mateo,100.0,2.0,12,1,2020-03-24T00:00:00
San Mateo,111.0,5.0,11,3,2020-03-25T00:00:00
San Mateo,122.0,5.0,11,0,2020-03-26T00:00:00
San Mateo,213.0,7.0,91,2,2020-03-27T00:00:00
San Mateo,231.0,9.0,18,2,2020-03-28T00:00:00
San Mateo,234.0,12.0,3,3,2020-03-29T00:00:00
San Mateo,257.0,11.0,23,-1,2020-03-30T00:00:00
San Mateo,297.0,12.0,40,1,2020-03-31T00:00:00
San Mateo,354.0,13.0,57,1,2020-04-01T00:00:00
San Mateo,423.0,13.0,69,0,2020-04-02T00:00:00
San Mateo,474.0,13.0,51,0,2020-04-03T00:00:00
San Mateo,520.0,17.0,46,4,2020-04-04T00:00:00
San Mateo,528.0,19.0,8,2,2020-04-05T00:00:00
San Mateo,569.0,20.0,41,1,2020-04-06T00:00:00
San Mateo,573.0,22.0,4,2,2020-04-07T00:00:00
San Mateo,608.0,22.0,35,0,2020-04-08T00:00:00
San Mateo,630.0,23.0,22,1,2020-04-09T00:00:00
San Mateo,642.0,21.0,12,-2,2020-04-10T00:00:00
San Mateo,662.0,25.0,20,4,2020-04-11T00:00:00
San Mateo,664.0,25.0,2,0,2020-04-12T00:00:00
San Mateo,679.0,25.0,15,0,2020-04-13T00:00:00
San Mateo,681.0,25.0,2,0,2020-04-14T00:00:00
San Mateo,707.0,25.0,26,0,2020-04-15T00:00:00
San Mateo,745.0,25.0,38,0,2020-04-16T00:00:00
San Mateo,768.0,28.0,23,3,2020-04-17T00:00:00
San Mateo,821.0,28.0,53,0,2020-04-18T00:00:00
San Mateo,845.0,31.0,24,3,2020-04-19T00:00:00
San Mateo,890.0,31.0,45,0,2020-04-20T00:00:00
San Mateo,933.0,31.0,43,0,2020-04-21T00:00:00
San Mateo,945.0,39.0,12,8,2020-04-22T00:00:00
San Mateo,970.0,39.0,25,0,2020-04-23T00:00:00
San Mateo,1004.0,43.0,34,4,2020-04-24T00:00:00
San Mateo,1054.0,43.0,50,0,2020-04-25T00:00:00
San Mateo,1070.0,46.0,16,3,2020-04-26T00:00:00
San Mateo,1092.0,46.0,22,0,2020-04-27T00:00:00
San Mateo,1129.0,48.0,37,2,2020-04-28T00:00:00
San Mateo,1170.0,50.0,41,2,2020-04-29T00:00:00
San Mateo,1194.0,52.0,24,2,2020-04-30T00:00:00
San Mateo,1222.0,52.0,28,0,2020-05-01T00:00:00
San Mateo,1272.0,52.0,50,0,2020-05-02T00:00:00
San Mateo,1277.0,53.0,5,1,2020-05-03T00:00:00
San Mateo,1313.0,53.0,36,0,2020-05-04T00:00:00
San Mateo,1335.0,56.0,22,3,2020-05-05T00:00:00
San Mateo,1348.0,56.0,13,0,2020-05-06T00:00:00
San Mateo,1398.0,57.0,50,1,2020-05-07T00:00:00
San Mateo,1423.0,62.0,25,5,2020-05-08T00:00:00
San Mateo,1453.0,65.0,30,3,2020-05-09T00:00:00
San Mateo,1463.0,65.0,10,0,2020-05-10T00:00:00
San Mateo,1499.0,65.0,36,0,2020-05-11T00:00:00
San Mateo,1533.0,66.0,34,1,2020-05-12T00:00:00
San Mateo,1550.0,66.0,17,0,2020-05-13T00:00:00
San Mateo,1588.0,66.0,38,0,2020-05-14T00:00:00
San Mateo,1612.0,67.0,24,1,2020-05-15T00:00:00
San Mateo,1652.0,68.0,40,1,2020-05-16T00:00:00
San Mateo,1680.0,68.0,28,0,2020-05-17T00:00:00
San Mateo,1701.0,68.0,21,0,2020-05-18T00:00:00
San Mateo,1704.0,75.0,3,7,2020-05-19T00:00:00
San Mateo,1739.0,75.0,35,0,2020-05-20T00:00:00
San Mateo,1791.0,75.0,52,0,2020-05-21T00:00:00
San Mateo,1847.0,76.0,56,1,2020-05-22T00:00:00
San Mateo,1862.0,76.0,15,0,2020-05-23T00:00:00
San Mateo,1925.0,76.0,63,0,2020-05-24T00:00:00
San Mateo,1938.0,76.0,13,0,2020-05-25T00:00:00
San Mateo,1967.0,82.0,29,6,2020-05-26T00:00:00
San Mateo,2045.0,82.0,78,0,2020-05-27T00:00:00
San Mateo,2070.0,82.0,25,0,2020-05-28T00:00:00
San Mateo,2103.0,84.0,33,2,2020-05-29T00:00:00
San Mateo,2129.0,84.0,26,0,2020-05-30T00:00:00
San Mateo,2169.0,84.0,40,0,2020-05-31T00:00:00
San Mateo,2190.0,84.0,21,0,2020-06-01T00:00:00
San Mateo,2203.0,84.0,13,0,2020-06-02T00:00:00
San Mateo,2243.0,84.0,40,0,2020-06-03T00:00:00
San Mateo,2284.0,84.0,41,0,2020-06-04T00:00:00
San Mateo,2331.0,88.0,47,4,2020-06-05T00:00:00
San Mateo,2342.0,88.0,11,0,2020-06-06T00:00:00
San Mateo,2399.0,88.0,57,0,2020-06-07T00:00:00
San Mateo,2431.0,88.0,32,0,2020-06-08T00:00:00
San Mateo,2463.0,93.0,32,5,2020-06-09T00:00:00
San Mateo,2492.0,93.0,29,0,2020-06-10T00:00:00
San Mateo,2499.0,93.0,7,0,2020-06-11T00:00:00
San Mateo,2533.0,99.0,34,6,2020-06-12T00:00:00
San Mateo,2551.0,99.0,18,0,2020-06-13T00:00:00
San Mateo,2571.0,99.0,20,0,2020-06-14T00:00:00
San Mateo,2591.0,99.0,20,0,2020-06-15T00:00:00
San Mateo,2618.0,99.0,27,0,2020-06-16T00:00:00
San Mateo,2649.0,99.0,31,0,2020-06-17T00:00:00
San Mateo,2674.0,99.0,25,0,2020-06-18T00:00:00
San Mateo,2713.0,103.0,39,4,2020-06-19T00:00:00
San Mateo,2755.0,103.0,42,0,2020-06-20T00:00:00
San Mateo,2781.0,103.0,26,0,2020-06-21T00:00:00
San Mateo,2813.0,103.0,32,0,2020-06-22T00:00:00
San Mateo,2907.0,103.0,94,0,2020-06-23T00:00:00
San Mateo,2964.0,104.0,57,1,2020-06-24T00:00:00
San Mateo,3000.0,104.0,36,0,2020-06-25T00:00:00
San Mateo,3063.0,106.0,63,2,2020-06-26T00:00:00
San Mateo,3096.0,106.0,33,0,2020-06-27T00:00:00
San Mateo,3162.0,106.0,66,0,2020-06-28T00:00:00
San Mateo,3249.0,106.0,87,0,2020-06-29T00:00:00
San Mateo,3306.0,108.0,57,2,2020-06-30T00:00:00
San Mateo,3326.0,108.0,20,0,2020-07-01T00:00:00
San Mateo,3390.0,108.0,64,0,2020-07-02T00:00:00
San Mateo,3439.0,108.0,49,0,2020-07-03T00:00:00
San Mateo,3532.0,108.0,93,0,2020-07-04T00:00:00
San Mateo,3575.0,108.0,43,0,2020-07-05T00:00:00
San Mateo,3650.0,108.0,75,0,2020-07-06T00:00:00
San Mateo,3691.0,111.0,41,3,2020-07-07T00:00:00
San Mateo,3733.0,111.0,42,0,2020-07-08T00:00:00
San Mateo,3792.0,111.0,59,0,2020-07-09T00:00:00
San Mateo,3844.0,112.0,52,1,2020-07-10T00:00:00
San Mateo,3956.0,112.0,112,0,2020-07-11T00:00:00
San Mateo,3988.0,112.0,32,0,2020-07-12T00:00:00
San Mateo,4057.0,112.0,69,0,2020-07-13T00:00:00
San Mateo,4173.0,114.0,116,2,2020-07-14T00:00:00
San Mateo,4258.0,114.0,85,0,2020-07-15T00:00:00
San Mateo,4336.0,114.0,78,0,2020-07-16T00:00:00
Santa Barbara,2.0,0.0,2,0,2020-03-18T00:00:00
Santa Barbara,5.0,0.0,3,0,2020-03-19T00:00:00
Santa Barbara,7.0,0.0,2,0,2020-03-20T00:00:00
Santa Barbara,8.0,0.0,1,0,2020-03-21T00:00:00
Santa Barbara,16.0,0.0,8,0,2020-03-22T00:00:00
Santa Barbara,18.0,0.0,2,0,2020-03-23T00:00:00
Santa Barbara,20.0,0.0,2,0,2020-03-24T00:00:00
Santa Barbara,25.0,0.0,5,0,2020-03-25T00:00:00
Santa Barbara,33.0,0.0,8,0,2020-03-26T00:00:00
Santa Barbara,37.0,0.0,4,0,2020-03-27T00:00:00
Santa Barbara,49.0,0.0,12,0,2020-03-28T00:00:00
Santa Barbara,52.0,0.0,3,0,2020-03-29T00:00:00
Santa Barbara,79.0,0.0,27,0,2020-03-30T00:00:00
Santa Barbara,89.0,0.0,10,0,2020-03-31T00:00:00
Santa Barbara,103.0,0.0,14,0,2020-04-01T00:00:00
Santa Barbara,125.0,1.0,22,1,2020-04-02T00:00:00
Santa Barbara,154.0,1.0,29,0,2020-04-03T00:00:00
Santa Barbara,167.0,1.0,13,0,2020-04-04T00:00:00
Santa Barbara,171.0,1.0,4,0,2020-04-05T00:00:00
Santa Barbara,189.0,2.0,18,1,2020-04-06T00:00:00
Santa Barbara,209.0,2.0,20,0,2020-04-07T00:00:00
Santa Barbara,221.0,2.0,12,0,2020-04-08T00:00:00
Santa Barbara,232.0,2.0,11,0,2020-04-09T00:00:00
Santa Barbara,254.0,2.0,22,0,2020-04-10T00:00:00
Santa Barbara,258.0,2.0,4,0,2020-04-11T00:00:00
Santa Barbara,261.0,2.0,3,0,2020-04-12T00:00:00
Santa Barbara,271.0,2.0,10,0,2020-04-13T00:00:00
Santa Barbara,292.0,2.0,21,0,2020-04-14T00:00:00
Santa Barbara,317.0,2.0,25,0,2020-04-15T00:00:00
Santa Barbara,331.0,2.0,14,0,2020-04-16T00:00:00
Santa Barbara,349.0,3.0,18,1,2020-04-17T00:00:00
Santa Barbara,372.0,4.0,23,1,2020-04-18T00:00:00
Santa Barbara,377.0,4.0,5,0,2020-04-19T00:00:00
Santa Barbara,388.0,4.0,11,0,2020-04-20T00:00:00
Santa Barbara,414.0,5.0,26,1,2020-04-21T00:00:00
Santa Barbara,437.0,5.0,23,0,2020-04-22T00:00:00
Santa Barbara,445.0,5.0,8,0,2020-04-23T00:00:00
Santa Barbara,450.0,6.0,5,1,2020-04-24T00:00:00
Santa Barbara,457.0,7.0,7,1,2020-04-25T00:00:00
Santa Barbara,464.0,7.0,7,0,2020-04-26T00:00:00
Santa Barbara,466.0,7.0,2,0,2020-04-27T00:00:00
Santa Barbara,469.0,7.0,3,0,2020-04-28T00:00:00
Santa Barbara,477.0,8.0,8,1,2020-04-29T00:00:00
Santa Barbara,490.0,8.0,13,0,2020-04-30T00:00:00
Santa Barbara,499.0,8.0,9,0,2020-05-01T00:00:00
Santa Barbara,506.0,8.0,7,0,2020-05-02T00:00:00
Santa Barbara,512.0,8.0,6,0,2020-05-03T00:00:00
Santa Barbara,524.0,9.0,12,1,2020-05-04T00:00:00
Santa Barbara,541.0,10.0,17,1,2020-05-05T00:00:00
Santa Barbara,565.0,11.0,24,1,2020-05-06T00:00:00
Santa Barbara,720.0,11.0,155,0,2020-05-07T00:00:00
Santa Barbara,1054.0,11.0,334,0,2020-05-08T00:00:00
Santa Barbara,1245.0,11.0,191,0,2020-05-09T00:00:00
Santa Barbara,1323.0,11.0,78,0,2020-05-10T00:00:00
Santa Barbara,1372.0,11.0,49,0,2020-05-11T00:00:00
Santa Barbara,1377.0,11.0,5,0,2020-05-12T00:00:00
Santa Barbara,1382.0,11.0,5,0,2020-05-13T00:00:00
Santa Barbara,1395.0,11.0,13,0,2020-05-14T00:00:00
Santa Barbara,1409.0,11.0,14,0,2020-05-15T00:00:00
Santa Barbara,1422.0,11.0,13,0,2020-05-16T00:00:00
Santa Barbara,1457.0,11.0,35,0,2020-05-17T00:00:00
Santa Barbara,1501.0,11.0,44,0,2020-05-18T00:00:00
Santa Barbara,1521.0,11.0,20,0,2020-05-19T00:00:00
Santa Barbara,1524.0,11.0,3,0,2020-05-20T00:00:00
Santa Barbara,1541.0,11.0,17,0,2020-05-21T00:00:00
Santa Barbara,1554.0,12.0,13,1,2020-05-22T00:00:00
Santa Barbara,1566.0,12.0,12,0,2020-05-23T00:00:00
Santa Barbara,1573.0,12.0,7,0,2020-05-24T00:00:00
Santa Barbara,1590.0,12.0,17,0,2020-05-25T00:00:00
Santa Barbara,1590.0,12.0,0,0,2020-05-26T00:00:00
Santa Barbara,1629.0,12.0,39,0,2020-05-27T00:00:00
Santa Barbara,1642.0,12.0,13,0,2020-05-28T00:00:00
Santa Barbara,1656.0,12.0,14,0,2020-05-29T00:00:00
Santa Barbara,1660.0,12.0,4,0,2020-05-30T00:00:00
Santa Barbara,1662.0,12.0,2,0,2020-05-31T00:00:00
Santa Barbara,1671.0,12.0,9,0,2020-06-01T00:00:00
Santa Barbara,1703.0,14.0,32,2,2020-06-02T00:00:00
Santa Barbara,1722.0,14.0,19,0,2020-06-03T00:00:00
Santa Barbara,1750.0,14.0,28,0,2020-06-04T00:00:00
Santa Barbara,1795.0,15.0,45,1,2020-06-05T00:00:00
Santa Barbara,1815.0,15.0,20,0,2020-06-06T00:00:00
Santa Barbara,1818.0,15.0,3,0,2020-06-07T00:00:00
Santa Barbara,1824.0,15.0,6,0,2020-06-08T00:00:00
Santa Barbara,1854.0,15.0,30,0,2020-06-09T00:00:00
Santa Barbara,1878.0,16.0,24,1,2020-06-10T00:00:00
Santa Barbara,1895.0,16.0,17,0,2020-06-11T00:00:00
Santa Barbara,1969.0,16.0,74,0,2020-06-12T00:00:00
Santa Barbara,1999.0,18.0,30,2,2020-06-13T00:00:00
Santa Barbara,2049.0,18.0,50,0,2020-06-14T00:00:00
Santa Barbara,2054.0,18.0,5,0,2020-06-15T00:00:00
Santa Barbara,2090.0,21.0,36,3,2020-06-16T00:00:00
Santa Barbara,2147.0,22.0,57,1,2020-06-17T00:00:00
Santa Barbara,2201.0,22.0,54,0,2020-06-18T00:00:00
Santa Barbara,2284.0,22.0,83,0,2020-06-19T00:00:00
Santa Barbara,2358.0,22.0,74,0,2020-06-20T00:00:00
Santa Barbara,2430.0,22.0,72,0,2020-06-21T00:00:00
Santa Barbara,2447.0,27.0,17,5,2020-06-22T00:00:00
Santa Barbara,2498.0,27.0,51,0,2020-06-23T00:00:00
Santa Barbara,2569.0,27.0,71,0,2020-06-24T00:00:00
Santa Barbara,2633.0,28.0,64,1,2020-06-25T00:00:00
Santa Barbara,2802.0,28.0,169,0,2020-06-26T00:00:00
Santa Barbara,2857.0,28.0,55,0,2020-06-27T00:00:00
Santa Barbara,2945.0,28.0,88,0,2020-06-28T00:00:00
Santa Barbara,3092.0,29.0,147,1,2020-06-29T00:00:00
Santa Barbara,3210.0,29.0,118,0,2020-06-30T00:00:00
Santa Barbara,3286.0,29.0,76,0,2020-07-01T00:00:00
Santa Barbara,3385.0,29.0,99,0,2020-07-02T00:00:00
Santa Barbara,3406.0,29.0,21,0,2020-07-03T00:00:00
Santa Barbara,3520.0,29.0,114,0,2020-07-04T00:00:00
Santa Barbara,3671.0,29.0,151,0,2020-07-05T00:00:00
Santa Barbara,3763.0,29.0,92,0,2020-07-06T00:00:00
Santa Barbara,3866.0,30.0,103,1,2020-07-07T00:00:00
Santa Barbara,3985.0,29.0,119,-1,2020-07-08T00:00:00
Santa Barbara,4068.0,29.0,83,0,2020-07-09T00:00:00
Santa Barbara,4177.0,31.0,109,2,2020-07-10T00:00:00
Santa Barbara,4283.0,31.0,106,0,2020-07-11T00:00:00
Santa Barbara,4353.0,31.0,70,0,2020-07-12T00:00:00
Santa Barbara,4441.0,31.0,88,0,2020-07-13T00:00:00
Santa Barbara,4641.0,31.0,200,0,2020-07-14T00:00:00
Santa Barbara,4733.0,31.0,92,0,2020-07-15T00:00:00
Santa Barbara,4872.0,32.0,139,1,2020-07-16T00:00:00
Tuolumne,0.0,0.0,0,0,2020-03-18T00:00:00
Tuolumne,0.0,0.0,0,0,2020-03-19T00:00:00
Tuolumne,0.0,0.0,0,0,2020-03-20T00:00:00
Tuolumne,0.0,0.0,0,0,2020-03-21T00:00:00
Tuolumne,0.0,0.0,0,0,2020-03-22T00:00:00
Tuolumne,0.0,0.0,0,0,2020-03-23T00:00:00
Tuolumne,0.0,0.0,0,0,2020-03-24T00:00:00
Tuolumne,0.0,0.0,0,0,2020-03-25T00:00:00
Tuolumne,0.0,0.0,0,0,2020-03-26T00:00:00
Tuolumne,1.0,0.0,1,0,2020-03-27T00:00:00
Tuolumne,1.0,0.0,0,0,2020-03-28T00:00:00
Tuolumne,1.0,0.0,0,0,2020-03-29T00:00:00
Tuolumne,1.0,0.0,0,0,2020-03-30T00:00:00
Tuolumne,1.0,0.0,0,0,2020-03-31T00:00:00
Tuolumne,1.0,0.0,0,0,2020-04-01T00:00:00
Tuolumne,1.0,0.0,0,0,2020-04-02T00:00:00
Tuolumne,1.0,0.0,0,0,2020-04-03T00:00:00
Tuolumne,1.0,0.0,0,0,2020-04-04T00:00:00
Tuolumne,1.0,0.0,0,0,2020-04-05T00:00:00
Tuolumne,1.0,0.0,0,0,2020-04-06T00:00:00
Tuolumne,1.0,0.0,0,0,2020-04-07T00:00:00
Tuolumne,0.0,0.0,-1,0,2020-04-08T00:00:00
Tuolumne,0.0,0.0,0,0,2020-04-09T00:00:00
Tuolumne,0.0,0.0,0,0,2020-04-10T00:00:00
Tuolumne,0.0,0.0,0,0,2020-04-11T00:00:00
Tuolumne,0.0,0.0,0,0,2020-04-12T00:00:00
Tuolumne,0.0,0.0,0,0,2020-04-13T00:00:00
Tuolumne,0.0,0.0,0,0,2020-04-14T00:00:00
Tuolumne,1.0,0.0,1,0,2020-04-15T00:00:00
Tuolumne,1.0,0.0,0,0,2020-04-16T00:00:00
Tuolumne,2.0,0.0,1,0,2020-04-17T00:00:00
Tuolumne,2.0,0.0,0,0,2020-04-18T00:00:00
Tuolumne,2.0,0.0,0,0,2020-04-19T00:00:00
Tuolumne,2.0,0.0,0,0,2020-04-20T00:00:00
Tuolumne,2.0,0.0,0,0,2020-04-21T00:00:00
Tuolumne,2.0,0.0,0,0,2020-04-22T00:00:00
Tuolumne,2.0,0.0,0,0,2020-04-23T00:00:00
Tuolumne,2.0,0.0,0,0,2020-04-24T00:00:00
Tuolumne,2.0,0.0,0,0,2020-04-25T00:00:00
Tuolumne,3.0,0.0,1,0,2020-04-26T00:00:00
Tuolumne,3.0,0.0,0,0,2020-04-27T00:00:00
Tuolumne,4.0,0.0,1,0,2020-04-28T00:00:00
Tuolumne,4.0,0.0,0,0,2020-04-29T00:00:00
Tuolumne,3.0,0.0,-1,0,2020-04-30T00:00:00
Tuolumne,3.0,0.0,0,0,2020-05-01T00:00:00
Tuolumne,3.0,0.0,0,0,2020-05-02T00:00:00
Tuolumne,3.0,0.0,0,0,2020-05-03T00:00:00
Tuolumne,3.0,0.0,0,0,2020-05-04T00:00:00
Tuolumne,2.0,0.0,-1,0,2020-05-05T00:00:00
Tuolumne,2.0,0.0,0,0,2020-05-06T00:00:00
Tuolumne,2.0,0.0,0,0,2020-05-07T00:00:00
Tuolumne,2.0,0.0,0,0,2020-05-08T00:00:00
Tuolumne,2.0,0.0,0,0,2020-05-09T00:00:00
Tuolumne,2.0,0.0,0,0,2020-05-10T00:00:00
Tuolumne,2.0,0.0,0,0,2020-05-11T00:00:00
Tuolumne,2.0,0.0,0,0,2020-05-12T00:00:00
Tuolumne,2.0,0.0,0,0,2020-05-13T00:00:00
Tuolumne,2.0,0.0,0,0,2020-05-14T00:00:00
Tuolumne,2.0,0.0,0,0,2020-05-15T00:00:00
Tuolumne,2.0,0.0,0,0,2020-05-16T00:00:00
Tuolumne,2.0,0.0,0,0,2020-05-17T00:00:00
Tuolumne,2.0,0.0,0,0,2020-05-18T00:00:00
Tuolumne,2.0,0.0,0,0,2020-05-19T00:00:00
Tuolumne,2.0,0.0,0,0,2020-05-20T00:00:00
